planet_name,host_name,disc_method,disc_year,pl_orbper_days,pl_rad_rearth,pl_mass_mearth,st_teff_k,st_rad_rsun,st_mass_msun,pl_mass_mjup,pl_rad_rjup,habitable_zone_flag,esi,has_mass,has_radius,has_stellar_data
HD 113538 c,HD 113538,radial velocity,2010,1818.0,13.8,,4462.0,0.53,0.585,,1.2311535373360694,outer,,False,True,True
HD 113996 b,HD 113996,radial velocity,2017,610.2,12.7,,4181.0,25.11,1.49,,1.1330181104469623,inner,,False,True,True
HD 114082 b,HD 114082,radial velocity,2022,109.75,11.2089807,2542.627256,6651.0,1.49,1.47,8.000010244534781,0.9999982781693282,inner,0.0,True,True,True
HD 114386 b,HD 114386,radial velocity,2003,937.70001,13.7,,4836.0,0.76,0.6,,1.222232134891605,outer,,False,True,True
HD 114729 b,HD 114729,radial velocity,2002,1121.79,13.9,,5844.0,1.473,0.936,,1.2400749397805335,outer,,False,True,True
HD 114783 b,HD 114783,radial velocity,2001,493.7,13.7,,5135.0,0.840622,0.853,,1.222232134891605,outer,,False,True,True
HD 114783 c,HD 114783,radial velocity,2018,4352.0,13.4,603.8739733,5135.0,0.840622,0.9,1.9000024330770102,1.1954679275582123,outer,0.0,True,True,True
HD 11505 b,HD 11505,radial velocity,2022,32669.22247,12.6,2510.526586893,5757.15,1.19568,1.03,7.899010115197529,1.124096708002498,outer,0.0,True,True,True
HD 11506 b,HD 11506,radial velocity,2007,1617.7,12.9,1551.00262616,6123.0,1.24,1.22,4.880006249166216,1.1508609153358909,outer,0.0,True,True,True
HD 11506 c,HD 11506,radial velocity,2008,223.92,14.0,,6123.0,1.24,1.22,,1.248996342224998,inner,,False,True,True
HD 11506 d,HD 11506,radial velocity,2022,26500.0,12.3,4068.2036096,6123.0,1.24,1.22,12.80001639125565,1.0973325006691053,outer,0.0,True,True,True
HD 115404 A b,HD 115404 A,radial velocity,2022,10.49488,6.09,,5019.17,0.727007,0.83,,0.543313408867874,inner,,False,True,True
HD 115404 A c,HD 115404 A,radial velocity,2022,15319.22517,12.5,3279.671331833,5019.17,0.727007,0.83,10.3190132141693,1.1151753055580338,outer,0.0,True,True,True
HD 115954 b,HD 115954,radial velocity,2021,3700.0,12.6,2685.65003915,5957.0,1.213,1.18,8.450010820789862,1.124096708002498,outer,0.0,True,True,True
HD 116029 b,HD 116029,radial velocity,2011,670.0,13.6,,4819.0,4.89,0.83,,1.2133107324471406,inner,,False,True,True
HD 116029 c,HD 116029,radial velocity,2018,907.0,13.7,,4951.0,4.6,1.33,,1.222232134891605,inner,,False,True,True
HD 117207 b,HD 117207,radial velocity,2004,2621.75,13.4,669.346625142,5732.0,1.074,1.053,2.106002696873781,1.1954679275582123,outer,0.0,True,True,True
HD 11755 b,HD 11755,radial velocity,2015,433.70001,12.8,,4312.0,20.58,0.72,,1.1419395128914267,inner,,False,True,True
HD 117618 b,HD 117618,radial velocity,2004,25.8,8.59,,5990.0,1.2,1.077,,0.7663484699794808,inner,,False,True,True
HD 118203 b,HD 118203,radial velocity,2005,6.1349779,12.778238,680.15279098,5742.0,2.04,1.27,2.1400027404130535,1.1399980372914622,inner,0.0,True,True,True
HD 118203 c,HD 118203,radial velocity,2024,5103.0,12.4,3747.19691853,5742.0,2.04,1.27,11.790015097883133,1.1062539031135694,outer,0.0,True,True,True
HD 11964 b,HD 11964,radial velocity,2005,1945.0,14.1,,5303.0,2.00971,0.91,,1.257917744669462,outer,,False,True,True
HD 11964 c,HD 11964,radial velocity,2008,37.91,5.38,,5303.0,2.00971,0.91,,0.47997145151217774,inner,,False,True,True
HD 11977 b,HD 11977,radial velocity,2005,711.0,12.7,,4970.0,10.09,1.91,,1.1330181104469623,inner,,False,True,True
HD 120084 b,HD 120084,radial velocity,2013,2142.0,12.7,2034.1018048,4879.0,10.37,2.16,6.400008195627825,1.1330181104469623,inner,0.0,True,True,True
HD 121504 b,HD 121504,radial velocity,2003,63.33,13.6,,6027.0,1.07,1.62,,1.2133107324471406,inner,,False,True,True
HD 12235 b,HD 12235,radial velocity,2022,4.36305,3.23,,5986.0,1.80185,1.1,,0.2881612989561959,inner,,False,True,True
HD 12235 c,HD 12235,radial velocity,2022,36336.70679,12.5,3135.695063462,5986.0,1.80185,1.1,9.866012634072517,1.1151753055580338,outer,0.0,True,True,True
HD 122562 c,HD 122562,radial velocity,2022,84.96276,10.1,,4956.0,2.16627,1.241,,0.9010616468908913,inner,,False,True,True
HD 124330 b,HD 124330,radial velocity,2021,270.66,14.0,,5873.0,1.30446,1.15,,1.248996342224998,inner,,False,True,True
HD 12484 b,HD 12484,radial velocity,2016,58.83,13.2,,5920.0,1.001848,1.01,,1.1776251226692835,inner,,False,True,True
HD 125271 b,HD 125271,radial velocity,2022,14901.99295,12.4,3465.600949928,4703.93,0.751364,0.75,10.904013963300905,1.1062539031135694,outer,0.0,True,True,True
HD 125390 b,HD 125390,radial velocity,2019,1757.39151,11.9,8646.203984028,4882.0,6.47,1.82,27.20403483654052,1.0616468908912482,inner,0.0,True,True,True
HD 125595 b,HD 125595,radial velocity,2009,9.6737,2.4,,4691.0,0.74,0.29,,0.21411365866714246,inner,,False,True,True
HD 125612 b,HD 125612,radial velocity,2007,557.69994,13.2,,5900.0,1.07,1.05,,1.1776251226692835,habitable,,False,True,True
HD 125612 c,HD 125612,radial velocity,2009,4.15466,4.07,,5900.0,1.07,1.05,,0.36310107948969583,inner,,False,True,True
HD 125612 d,HD 125612,radial velocity,2009,2822.72698,12.7,2281.372305446,5900.0,1.07,1.05,7.178009191908832,1.1330181104469623,outer,0.0,True,True,True
HD 12648 b,HD 12648,radial velocity,2015,133.60001,13.4,,4835.0,11.02,0.67,,1.1954679275582123,inner,,False,True,True
HD 126525 b,HD 126525,radial velocity,2018,960.41,10.3,,5638.0,0.979,0.897,,0.9189044517798198,outer,,False,True,True
HD 12661 b,HD 12661,radial velocity,2000,262.70862,13.3,,5645.0,1.2,1.2,,1.186546525113748,inner,,False,True,True
HD 12661 c,HD 12661,radial velocity,2002,1708.0,13.4,,5748.0,1.11,1.02,,1.1954679275582123,outer,,False,True,True
HD 126614 b,HD 126614,radial velocity,2009,1257.25303,12.7,107.743829973,5568.0,1.369794,0.96,0.33900043411216135,1.1330181104469623,outer,0.0,True,True,True
HD 127506 b,HD 127506,radial velocity,2022,65.78395,5.67,,4595.32,0.735766,0.73,,0.5058435186011241,inner,,False,True,True
HD 128311 b,HD 128311,radial velocity,2002,453.019,13.5,,4965.0,0.76,0.828,,1.2043893300026765,outer,,False,True,True
HD 128311 c,HD 128311,radial velocity,2005,921.538,13.0,1204.25787,4965.0,0.76,0.828,3.789023843084939,1.159782317780355,outer,0.0,True,True,True
HD 128356 b,HD 128356,radial velocity,2016,298.2,13.9,,4875.0,0.85,0.65,,1.2400749397805335,outer,,False,True,True
HD 129445 b,HD 129445,radial velocity,2009,1840.0,13.3,797.74930157,5646.0,1.175816,0.99,2.5100032142227873,1.186546525113748,outer,0.0,True,True,True
HD 130322 b,HD 130322,radial velocity,1999,10.70871,13.7,,5387.0,0.85,0.92,,1.222232134891605,inner,,False,True,True
HD 131496 b,HD 131496,radial velocity,2011,896.0,13.4,,4846.0,4.44,1.34,,1.1954679275582123,inner,,False,True,True
HD 13167 b,HD 13167,radial velocity,2018,2613.0,13.1,,5671.0,2.39,1.35,,1.1687037202248194,habitable,,False,True,True
HD 13189 b,HD 13189,radial velocity,2005,471.60001,12.4,,4175.0,38.41,2.24,,1.1062539031135694,inner,,False,True,True
HD 132406 b,HD 132406,radial velocity,2007,908.0,12.8,1887.90073758,5766.0,1.34,0.973,5.940007606567074,1.1419395128914267,outer,0.0,True,True,True
HD 132563 b,HD 132563,radial velocity,2011,1544.0,13.6,,6289.0,1.29577,1.231,,1.2133107324471406,outer,,False,True,True
HD 133131 A b,HD 133131 A,radial velocity,2016,649.0,13.6,,5799.0,0.955014,0.95,,1.2133107324471406,outer,,False,True,True
HD 133131 A c,HD 133131 A,radial velocity,2016,3568.0,14.3,,5799.0,0.955014,0.95,,1.2757605495583906,outer,,False,True,True
HD 133131 B b,HD 133131 B,radial velocity,2016,5769.0,13.3,,5805.0,0.989538,0.93,,1.186546525113748,outer,,False,True,True
HD 134060 b,HD 134060,radial velocity,2019,3.2696,3.16,,5966.0,1.164285,1.095,,0.28191631724507094,inner,,False,True,True
HD 134060 c,HD 134060,radial velocity,2019,1291.5646,5.91,,5966.0,1.164285,1.095,,0.5272548844678384,outer,,False,True,True
HD 134606 b,HD 134606,radial velocity,2024,12.089,2.97,,5576.0,1.158,1.046,,0.26496565260058885,inner,,False,True,True
HD 134606 c,HD 134606,radial velocity,2024,58.883,3.37,,5576.0,1.158,1.046,,0.3006512623784459,inner,,False,True,True
HD 134606 d,HD 134606,radial velocity,2024,966.5,7.59,,5576.0,1.158,1.046,,0.677134445534838,outer,,False,True,True
HD 134606 e,HD 134606,radial velocity,2024,4.3203,1.33,,5576.0,1.158,1.046,,0.1186546525113748,inner,,False,True,True
HD 134606 f,HD 134606,radial velocity,2024,26.915,2.24,,5576.0,1.158,1.046,,0.19983941475599967,inner,,False,True,True
HD 134987 b,HD 134987,radial velocity,1999,258.17999,13.5,,5736.0,1.22,1.1,,1.2043893300026765,inner,,False,True,True
HD 134987 c,HD 134987,radial velocity,2009,5000.0,13.9,,5585.0,1.25,1.1,,1.2400749397805335,outer,,False,True,True
HD 135344 A b,HD 135344 A,imaging,2025,,16.25302201,3178.28407,9540.0,1.5,2.32,10.000012805668476,1.4499975028994556,unknown,0.0,True,True,True
HD 135625 b,HD 135625,radial velocity,2023,4055.0,13.3,731.0053361,6040.64,1.35743,1.28,2.3000029453037496,1.186546525113748,outer,0.0,True,True,True
HD 135694 b,HD 135694,transit,2023,15.923475568,2.857,6.1,5712.0,1.08,1.02,0.01919277093270574,0.25488446783834423,inner,0.0,True,True,True
HD 135872 b,HD 135872,radial velocity,2022,2422.32597,12.8,1744.560126023,4992.0,3.93038,1.646,5.489007029031426,1.1419395128914267,inner,0.0,True,True,True
HD 136118 b,HD 136118,radial velocity,2022,1187.59765,12.3,4164.187788514,6097.0,1.67754,1.18,13.102016777986837,1.0973325006691053,habitable,0.0,True,True,True
HD 136352 b,HD 136352,radial velocity,2019,11.57797,1.664,4.72,5664.0,1.058,0.87,0.014850799803667393,0.14845213667588544,inner,0.0,True,True,True
HD 136352 c,HD 136352,radial velocity,2019,27.59221,2.916,11.24,5664.0,1.058,0.87,0.035365040210428286,0.2601480952805781,inner,0.0,True,True,True
HD 136352 d,HD 136352,radial velocity,2019,107.245,2.562,8.82,5664.0,1.058,0.87,0.02775085895515814,0.22856633062717457,inner,0.0,True,True,True
HD 136418 b,HD 136418,radial velocity,2009,464.29999,13.3,,4989.0,3.78,1.48,,1.186546525113748,inner,,False,True,True
HD 136925 b,HD 136925,radial velocity,2021,4540.0,13.9,,5773.19,1.193078,0.875104,,1.2400749397805335,outer,,False,True,True
HD 13724 c,HD 13724,radial velocity,2022,142.22895,8.18,,5835.31,1.04198,1.004,,0.7297707199571772,inner,,False,True,True
HD 137388 b,HD 137388,radial velocity,2011,330.0,9.32,,5181.0,0.88,0.68,,0.83147470782407,outer,,False,True,True
HD 137496 b,HD 137496,transit,2021,1.62116,1.31,4.04,5799.0,1.59,1.04,0.012711277798054295,0.11687037202248195,inner,0.0,True,True,True
HD 137496 c,HD 137496,radial velocity,2021,479.9,12.6,,5799.0,1.59,1.04,,1.124096708002498,inner,,False,True,True
HD 13808 b,HD 13808,radial velocity,2021,14.1815,3.35,,5035.0,0.781,0.771,,0.2988669818895531,inner,,False,True,True
HD 13808 c,HD 13808,radial velocity,2021,53.753,3.13,,5035.0,0.781,0.771,,0.27923989651173164,inner,,False,True,True
HD 13908 b,HD 13908,radial velocity,2013,19.382,13.9,,6255.0,1.67,1.29,,1.2400749397805335,inner,,False,True,True
HD 13908 c,HD 13908,radial velocity,2013,931.0,12.8,,6255.0,1.67,1.29,,1.1419395128914267,inner,,False,True,True
HD 13931 b,HD 13931,radial velocity,2009,4218.0,13.2,889.9195396,5867.0,1.25,1.3,2.800003585587173,1.1776251226692835,outer,0.0,True,True,True
HD 139357 b,HD 139357,radial velocity,2008,1124.79139,12.1,6315.568275497,4700.0,11.47,2.69,19.87102544614383,1.0794896957801767,inner,0.0,True,True,True
HD 1397 b,HD 1397,transit,2018,11.53533,11.500434,131.89945,5521.0,2.336,1.324,0.41500261147538925,1.026,inner,0.0,True,True,True
HD 14067 b,HD 14067,radial velocity,2014,2744.0,12.2,4862.7746271,4815.0,12.4,2.4,15.300019592672767,1.0884110982246409,inner,0.0,True,True,True
HD 140901 b,HD 140901,radial velocity,2022,9.02378,4.07,,5610.0,0.95,0.99,,0.36310107948969583,inner,,False,True,True
HD 140901 c,HD 140901,radial velocity,2022,14386.0,13.4,572.0911326,5610.0,0.95,1.06,1.8000023050203258,1.1954679275582123,outer,0.0,True,True,True
HD 141004 b,HD 141004,radial velocity,2021,15.5083,3.77,,5885.38,1.389372,1.051904,,0.336336872156303,inner,,False,True,True
HD 141399 b,HD 141399,radial velocity,2014,94.44,14.3,,5600.0,1.387236,1.07,,1.2757605495583906,inner,,False,True,True
HD 141399 c,HD 141399,radial velocity,2014,201.99,13.6,,5600.0,1.387236,1.07,,1.2133107324471406,inner,,False,True,True
HD 141399 d,HD 141399,radial velocity,2014,1069.8,13.7,,5600.0,1.387236,1.07,,1.222232134891605,habitable,,False,True,True
HD 141399 e,HD 141399,radial velocity,2014,5000.0,14.1,,5600.0,1.387236,1.07,,1.257917744669462,outer,,False,True,True
HD 141937 b,HD 141937,radial velocity,2002,653.21997,12.5,,5870.0,1.03,1.09,,1.1151753055580338,habitable,,False,True,True
HD 142 A d,HD 142,radial velocity,2022,108.45299,10.9,,6245.0,1.47,1.21,,0.9724328664466054,inner,,False,True,True
HD 142 b,HD 142,radial velocity,2001,351.43394,12.7,2256.5816897,6245.0,1.47,1.21,7.100009092024617,1.1330181104469623,inner,0.0,True,True,True
HD 142 c,HD 142,radial velocity,2012,10159.64279,12.4,3464.647464707,6245.0,1.47,1.21,10.901013959459204,1.1062539031135694,outer,0.0,True,True,True
HD 142022 A b,HD 142022 A,radial velocity,2005,1928.0,12.9,1433.40611557,5421.0,1.04,0.9,4.510005775356483,1.1508609153358909,outer,0.0,True,True,True
HD 142245 b,HD 142245,radial velocity,2011,1299.0,13.1,,4922.0,4.63,3.5,,1.1687037202248194,inner,,False,True,True
HD 142415 b,HD 142415,radial velocity,2003,386.29999,13.5,,5940.0,1.04,1.07,,1.2043893300026765,inner,,False,True,True
HD 143105 b,HD 143105,radial velocity,2016,2.1974,13.7,,6380.0,1.647304,1.51,,1.222232134891605,inner,,False,True,True
HD 143361 b,HD 143361,radial velocity,2008,1039.15,12.9,1382.55357045,5507.0,0.916,0.968,4.350005570465787,1.1508609153358909,outer,0.0,True,True,True
HD 144899 b,HD 144899,radial velocity,2022,40.43914,4.77,,6126.0,1.64802,1.16,,0.42555089660094564,inner,,False,True,True
HD 145377 b,HD 145377,radial velocity,2008,103.95,12.8,,6014.0,1.05,1.2,,1.1419395128914267,inner,,False,True,True
HD 145457 b,HD 145457,radial velocity,2010,176.13,13.2,,4757.0,9.9,1.9,,1.1776251226692835,inner,,False,True,True
HD 145675 c,14 Her,radial velocity,2021,15732.45889,12.9,1597.087745175,5338.0,0.93,0.91,5.025006434848409,1.1508609153358909,outer,0.0,True,True,True
HD 145934 b,HD 145934,radial velocity,2015,2751.53433,13.4,658.540459304,4823.75,6.930587,2.058,2.072002653334508,1.1954679275582123,inner,0.0,True,True,True
HD 1461 b,HD 1461,radial velocity,2010,5.77152,2.42,,5765.0,1.152288,1.02,,0.21589793915603533,inner,,False,True,True
HD 1461 c,HD 1461,radial velocity,2015,13.5052,2.23,,5765.0,1.152288,1.02,,0.19894727451155322,inner,,False,True,True
HD 147018 b,HD 147018,radial velocity,2009,44.236,13.4,,5441.0,0.937948,0.927,,1.1954679275582123,inner,,False,True,True
HD 147018 c,HD 147018,radial velocity,2009,1008.0,12.7,,5441.0,0.937948,0.927,,1.1330181104469623,outer,,False,True,True
HD 147379 b,HD 147379,radial velocity,2017,86.58,4.94,,4090.0,0.628304,0.58,,0.440717280756535,habitable,,False,True,True
HD 147513 b,HD 147513,radial velocity,2003,528.4,13.7,,5883.0,0.98,1.11,,1.222232134891605,habitable,,False,True,True
HD 14787 b,HD 14787,radial velocity,2018,676.6,13.7,,4946.0,5.01,1.43,,1.222232134891605,inner,,False,True,True
HD 147873 b,HD 147873,radial velocity,2016,116.596,12.8,,5972.0,2.29,1.38,,1.1419395128914267,inner,,False,True,True
HD 147873 c,HD 147873,radial velocity,2016,491.54,13.3,,5972.0,2.29,1.38,,1.186546525113748,inner,,False,True,True
HD 148156 b,HD 148156,radial velocity,2009,1027.0,13.9,,6308.0,1.21,1.22,,1.2400749397805335,habitable,,False,True,True
HD 148164 b,HD 148164,radial velocity,2018,328.55,13.7,,6032.0,1.34,1.21,,1.222232134891605,inner,,False,True,True
HD 148164 c,HD 148164,radial velocity,2018,5062.0,12.8,,6032.0,1.34,1.21,,1.1419395128914267,outer,,False,True,True
HD 148427 b,HD 148427,radial velocity,2009,331.5,13.6,,5025.0,3.86,1.64,,1.2133107324471406,inner,,False,True,True
HD 149026 b,HD 149026,radial velocity,2005,2.87589,8.29466,120.7754,6179.0,1.41,1.42,0.3800023912304769,0.7400000000000001,inner,0.0,True,True,True
HD 149143 b,HD 149143,radial velocity,2005,4.07182,13.6,,5856.0,1.44,1.2,,1.2133107324471406,inner,,False,True,True
HD 149806 b,HD 149806,radial velocity,2022,16521.52778,12.3,4003.684442979,5352.05,0.89,0.93,12.597016131300578,1.0973325006691053,outer,0.0,True,True,True
HD 150010 b,HD 150010,radial velocity,2022,562.0,13.3,,4153.0,16.2,1.3,,1.186546525113748,inner,,False,True,True
HD 1502 b,HD 1502,radial velocity,2011,428.5,13.2,,4947.0,4.67,1.46,,1.1776251226692835,inner,,False,True,True
HD 150706 b,HD 150706,radial velocity,2012,5894.0,13.3,772.32302901,5961.0,0.96,1.17,2.4300031117774394,1.186546525113748,outer,0.0,True,True,True
HD 151450 b,HD 151450,radial velocity,2022,21.89288,6.94,,6091.98,1.17184,1.14,,0.6191453296458204,inner,,False,True,True
HD 151450 c,HD 151450,radial velocity,2022,18144.76236,12.8,1636.180639236,6091.98,1.17184,1.14,5.148006592358131,1.1419395128914267,outer,0.0,True,True,True
HD 152079 b,HD 152079,radial velocity,2009,2918.92,13.2,,5907.0,1.128,1.147,,1.1776251226692835,outer,,False,True,True
HD 152581 b,HD 152581,radial velocity,2011,686.5,13.4,,5027.0,5.14,1.3,,1.1954679275582123,inner,,False,True,True
HD 152843 b,HD 152843,transit,2021,11.6264,3.41,11.56,6310.0,1.43,1.15,0.03637187409542269,0.3042198233562316,inner,0.0,True,True,True
HD 152843 c,HD 152843,transit,2021,24.38,5.83,27.5,6310.0,1.43,1.15,0.08652478699170621,0.5201177625122669,inner,0.0,True,True,True
HD 15337 b,HD 15337,transit,2019,4.7559804,1.77,6.519,5131.0,0.855,0.829,0.020511094050870284,0.15790882326701758,inner,0.0,True,True,True
HD 15337 c,HD 15337,transit,2019,17.180546,2.526,6.792,5131.0,0.855,0.829,0.02137004920900613,0.22535462574716744,inner,0.0,True,True,True
HD 153557 b,HD 153557,radial velocity,2022,7.29903,4.77,,4837.0,0.745171,0.79,,0.42555089660094564,inner,,False,True,True
HD 153557 c,HD 153557,radial velocity,2022,15.27018,4.36,,4837.0,0.745171,0.79,,0.3889731465786422,inner,,False,True,True
HD 153557 d,HD 153557,radial velocity,2022,40654.64809,11.9,8725.661085778,4837.0,0.745171,0.79,27.45403515668223,1.0616468908912482,outer,0.0,True,True,True
HD 153950 b,HD 153950,radial velocity,2008,499.39999,13.2,,6124.0,1.28,1.25,,1.1776251226692835,inner,,False,True,True
HD 154088 b,HD 154088,radial velocity,2021,18.56,2.46,,5374.0,0.95,0.91,,0.21946650013382105,inner,,False,True,True
HD 154345 b,HD 154345,radial velocity,2006,3341.55884,13.7,378.21580433,5468.0,0.85,0.71,1.1900015238745487,1.222232134891605,outer,0.0,True,True,True
HD 154391 b,HD 154391,radial velocity,2023,5163.0,12.5,2892.2385037,4909.0,8.56,2.07,9.100011653158312,1.1151753055580338,inner,0.0,True,True,True
HD 154672 b,HD 154672,radial velocity,2008,163.94,12.8,,5743.0,1.32,1.18,,1.1419395128914267,inner,,False,True,True
HD 154857 b,HD 154857,radial velocity,2004,408.60001,13.3,,5589.0,2.3,1.96,,1.186546525113748,inner,,False,True,True
HD 154857 c,HD 154857,radial velocity,2014,3452.0,13.2,,5605.0,1.76,1.718,,1.1776251226692835,habitable,,False,True,True
HD 155193 b,HD 155193,radial velocity,2021,352.65,14.0,,6239.0,1.76439,1.221,,1.248996342224998,inner,,False,True,True
HD 155358 b,HD 155358,radial velocity,2007,194.3,13.8,,5905.0,1.38,1.15,,1.2311535373360694,inner,,False,True,True
HD 155358 c,HD 155358,radial velocity,2007,391.9,13.9,,5900.0,1.38,0.92,,1.2400749397805335,inner,,False,True,True
HD 155918 b,HD 155918,radial velocity,2022,1.87567,2.67,,5771.84,1.01906,1.03,,0.238201445267196,inner,,False,True,True
HD 155918 c,HD 155918,radial velocity,2022,17202.19446,12.8,1878.048056963,5771.84,1.01906,1.03,5.909007566869502,1.1419395128914267,outer,0.0,True,True,True
HD 156098 b,HD 156098,radial velocity,2022,21.85849,4.12,,6419.19,2.75716,1.29,,0.3675617807119279,inner,,False,True,True
HD 156098 c,HD 156098,radial velocity,2022,7841.5839,12.8,1661.606911796,6419.19,2.75716,1.29,5.228006694803479,1.1419395128914267,outer,0.0,True,True,True
HD 156279 b,HD 156279,radial velocity,2011,133.40355,12.5,,5453.0,0.95,0.94,,1.1151753055580338,inner,,False,True,True
HD 156279 c,HD 156279,radial velocity,2018,4818.25358,12.5,3098.82696825,5453.0,0.95,0.94,9.750012485526764,1.1151753055580338,outer,0.0,True,True,True
HD 156411 b,HD 156411,radial velocity,2009,842.2,14.0,,5900.0,2.16,1.25,,1.248996342224998,inner,,False,True,True
HD 156668 b,HD 156668,radial velocity,2010,4.6455,1.87,,4850.0,0.72,0.772,,0.16683022571148187,inner,,False,True,True
HD 156668 c,HD 156668,radial velocity,2021,811.3,6.17,,4903.69,0.774528,0.785167,,0.5504505308234454,outer,,False,True,True
HD 156846 b,HD 156846,radial velocity,2007,359.51001,12.4,,6090.0,1.9,1.38,,1.1062539031135694,inner,,False,True,True
HD 158038 b,HD 158038,radial velocity,2011,521.0,13.5,,4860.0,4.5,1.3,,1.2043893300026765,inner,,False,True,True
HD 158259 b,HD 158259,radial velocity,2020,2.178,1.28228,,5801.89,1.21,1.08,,0.11439735926487644,inner,,False,True,True
HD 158259 c,HD 158259,radial velocity,2020,3.432,2.23,,5801.89,1.21,1.08,,0.19894727451155322,inner,,False,True,True
HD 158259 d,HD 158259,radial velocity,2020,5.1980814,2.18,,5801.89,1.21,1.08,,0.1944865732893211,inner,,False,True,True
HD 158259 e,HD 158259,radial velocity,2020,7.951,2.34,,5801.89,1.21,1.08,,0.2087608172004639,inner,,False,True,True
HD 158259 f,HD 158259,radial velocity,2020,12.028,2.35,,5801.89,1.21,1.08,,0.20965295744491036,inner,,False,True,True
HD 158996 b,HD 158996,radial velocity,2018,820.2,12.3,,4069.0,50.3,1.8,,1.0973325006691053,inner,,False,True,True
HD 15906 b,HD 15906,transit,2023,10.924709,2.24,,4757.0,0.762,0.79,,0.19983941475599967,inner,,False,True,True
HD 15906 c,HD 15906,transit,2023,21.583298,2.93,,4757.0,0.762,0.79,,0.2613970916228031,inner,,False,True,True
HD 159243 b,HD 159243,radial velocity,2013,12.62,13.7,,6123.0,1.12,1.125,,1.222232134891605,inner,,False,True,True
HD 159243 c,HD 159243,radial velocity,2013,248.4,13.4,,6123.0,1.12,1.125,,1.1954679275582123,inner,,False,True,True
HD 159868 b,HD 159868,radial velocity,2006,1184.1,13.3,,5534.0,2.13,1.19,,1.186546525113748,inner,,False,True,True
HD 159868 c,HD 159868,radial velocity,2012,351.0,14.0,,5534.0,2.13,1.19,,1.248996342224998,inner,,False,True,True
HD 1605 b,HD 1605,radial velocity,2015,577.2,13.8,,4915.0,3.49,1.33,,1.2311535373360694,inner,,False,True,True
HD 1605 c,HD 1605,radial velocity,2015,2149.0,13.0,,4915.0,3.49,1.33,,1.159782317780355,inner,,False,True,True
HD 160691 b,HD 160691,radial velocity,2000,645.0,,1366.6621501,5773.0,1.33,1.13,4.3000055064374445,,inner,,True,False,True
HD 160691 c,HD 160691,radial velocity,2004,3947.0,,1398.4449908,5773.0,1.33,1.13,4.400005634494129,,outer,,True,False,True
HD 160691 d,HD 160691,radial velocity,2004,9.6392,3.17,,5773.0,1.33,1.13,,0.28280845748951733,inner,,False,True,True
HD 160691 e,HD 160691,radial velocity,2006,307.9,,2224.798849,5773.0,1.33,1.13,7.000008963967932,,inner,,True,False,True
HD 161178 b,HD 161178,radial velocity,2021,279.3,14.1,,4786.0,10.95,1.06,,1.257917744669462,inner,,False,True,True
HD 16141 b,HD 16141,radial velocity,2000,75.523,10.9,,5757.0,1.48,1.11,,0.9724328664466054,inner,,False,True,True
HD 16175 b,HD 16175,radial velocity,2009,990.0,12.8,1875.1876013,5981.0,1.72,1.63,5.900007555344401,1.1419395128914267,inner,0.0,True,True,True
HD 162020 b,HD 162020,radial velocity,2002,8.4282,12.5,,4723.0,0.75,0.42,,1.1151753055580338,inner,,False,True,True
HD 163607 b,HD 163607,radial velocity,2010,75.2203,13.9,,5522.0,1.76,1.12,,1.2400749397805335,inner,,False,True,True
HD 163607 c,HD 163607,radial velocity,2010,1272.0,13.3,,5522.0,1.76,1.12,,1.186546525113748,habitable,,False,True,True
HD 16417 b,HD 16417,radial velocity,2008,17.24,5.0,,5841.0,1.639984,1.2,,0.4460701222232135,inner,,False,True,True
HD 164509 b,HD 164509,radial velocity,2010,280.17,14.3,,5859.0,1.11,1.12,,1.2757605495583906,inner,,False,True,True
HD 164595 b,HD 164595,radial velocity,2015,40.0,4.16,,5790.0,1.023606,0.99,,0.37113034168971365,inner,,False,True,True
HD 164604 b,HD 164604,radial velocity,2009,641.472,12.3,4544.9462201,4684.0,0.77124,0.77,14.30001831210592,1.0973325006691053,outer,0.0,True,True,True
HD 164922 b,HD 164922,radial velocity,2005,1207.0,13.3,,5390.0,0.946,0.926,,1.186546525113748,outer,,False,True,True
HD 164922 c,HD 164922,radial velocity,2016,75.74,3.66,,5390.0,0.946,0.926,,0.3265233294673923,inner,,False,True,True
HD 164922 d,HD 164922,radial velocity,2020,12.458,1.83,,5390.0,0.946,0.926,,0.16326166473369616,inner,,False,True,True
HD 164922 e,HD 164922,radial velocity,2021,41.763,3.23,,5393.43,1.001813,0.921146,,0.2881612989561959,inner,,False,True,True
HD 165131 b,HD 165131,radial velocity,2023,2342.6,12.1,5943.3912109,5870.0,1.06419,1.06,18.70002394660005,1.0794896957801767,outer,0.0,True,True,True
HD 165155 b,HD 165155,radial velocity,2016,434.5,13.2,,5426.0,0.95,1.02,,1.1776251226692835,habitable,,False,True,True
HD 1666 b,HD 1666,radial velocity,2015,270.0,12.7,,6317.0,1.93,1.5,,1.1330181104469623,inner,,False,True,True
HD 166724 b,HD 166724,radial velocity,2012,5144.0,13.0,1207.7479466,5127.0,0.797485,0.81,3.8000048661540204,1.159782317780355,outer,0.0,True,True,True
HD 167042 b,HD 167042,radial velocity,2007,417.67,13.6,,4919.0,4.63,1.39,,1.2133107324471406,inner,,False,True,True
HD 167677 b,HD 167677,radial velocity,2023,1820.0,13.2,905.81095995,5474.0,0.95271,0.96,2.8500036496155157,1.1776251226692835,outer,0.0,True,True,True
